Segment Type,Sovrn Segment ID,Sovrn Parent Segment ID,Segment Name,Segment Description,Tier Number,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Full Path,CPM,% Media Cost,Actively Generated,"7 Day Sovrn Cookie Scale, Global","7 Day Sovrn Cookie Scale, US","7 Day HEM Scale, US","1 Day Average IP Scale, Rolling 7 Days, Global"
Interest,952,811,Women's Casual Wear,Highlights relaxed and everyday clothing options for women.,4,Style and Fashion,Women's Fashion,Women's Clothing,Women's Casual Wear,,,Interest > Style and Fashion > Women's Fashion > Women's Clothing > Women's Casual Wear,0.75,0.1,Yes,"190,623","105,591","562,993",
Interest,953,811,Women's Intimates and Sleepwear,"Focuses on undergarments, nightwear, and lingerie designed for comfort and style.",4,Style and Fashion,Women's Fashion,Women's Clothing,Women's Intimates and Sleepwear,,,Interest > Style and Fashion > Women's Fashion > Women's Clothing > Women's Intimates and Sleepwear,0.75,0.1,Yes,"1,002,926","575,648","3,153,538",
Interest,954,811,Women's Sportswear,"Highlights athletic and activewear for women, including performance-focused and leisure styles.",4,Style and Fashion,Women's Fashion,Women's Clothing,Women's Sportswear,,,Interest > Style and Fashion > Women's Fashion > Women's Clothing > Women's Sportswear,0.75,0.1,Yes,"983,757","682,800","3,941,559",
Interest,955,10352,Women's Hats and Scarves,"Highlights fashionable hats, scarves, and headwear.",4,Style and Fashion,Women's Fashion,Women's Accessories,Women's Hats and Scarves,,,Interest > Style and Fashion > Women's Fashion > Women's Accessories > Women's Hats and Scarves,0.75,0.1,Yes,"655,506","305,512","1,779,317",
Interest,956,1138,Women's Shoes and Footwear,"Explores trends in women's shoes, from casual sneakers to high heels.",3,Style and Fashion,Women's Fashion,Women's Shoes and Footwear,,,,Interest > Style and Fashion > Women's Fashion > Women's Shoes and Footwear,0.75,0.1,Yes,"3,896,369","1,842,982","8,764,977",
Interest,957,10352,Women's Jewelry and Watches,"Covers trends and designs in women’s jewelry, watches, and accessories.",4,Style and Fashion,Women's Fashion,Women's Accessories,Women's Jewelry and Watches,,,Interest > Style and Fashion > Women's Fashion > Women's Accessories > Women's Jewelry and Watches,0.75,0.1,Yes,"2,202,732","959,718","5,445,258",
Interest,958,959,Computer Peripherals,"Highlights devices like printers, keyboards, and external drives that enhance computer functionality.",3,Technology and Computing,Computing,Computer Peripherals,,,,Interest > Technology and Computing > Computing > Computer Peripherals,0.75,0.1,Yes,"5,143,342","2,058,196","7,976,804",
Interest,959,119,Computing,"Covers topics related to computer hardware, software, and systems.",2,Technology and Computing,Computing,,,,,Interest > Technology and Computing > Computing,0.75,0.1,Yes,"191,611,266","101,928,273","353,011,671",
Interest,960,959,Desktops,"Highlights personal computer systems designed for home or office use, emphasizing performance and functionality.",3,Technology and Computing,Computing,Desktops,,,,Interest > Technology and Computing > Computing > Desktops,0.75,0.1,Yes,"648,777","398,310","1,784,506",
Interest,961,119,Consumer Electronics,"Covers electronic devices for personal and home use, including entertainment systems and mobile devices.",2,Technology and Computing,Consumer Electronics,,,,,Interest > Technology and Computing > Consumer Electronics,0.75,0.1,Yes,"39,234,645","13,422,681","65,388,530",
Interest,962,10384,Router,"Explores networking devices that enable internet connectivity, including features, setup, and troubleshooting.",4,Technology and Computing,Computing,Internet,Router,,,Interest > Technology and Computing > Computing > Internet > Router,0.75,0.1,Yes,"677,379","170,990","755,447",
Interest,963,961,Home Entertainment Systems,Highlights audio and video systems designed to enhance in-home entertainment experiences.,3,Technology and Computing,Consumer Electronics,Home Entertainment Systems,,,,Interest > Technology and Computing > Consumer Electronics > Home Entertainment Systems,0.75,0.1,Yes,"11,892,418","5,190,678","26,671,306",
Interest,965,961,TV Sets,"Highlights television types, including smart TVs, OLED, and LED models, along with buying and setup tips.",3,Technology and Computing,Consumer Electronics,TV Sets,,,,Interest > Technology and Computing > Consumer Electronics > TV Sets,0.75,0.1,Yes,"5,412,158","1,011,188","5,370,709",
Interest,966,10142,Physical Therapy,"Highlights rehabilitation techniques, exercises, and strategies for recovering from injuries or improving mobility.",3,Healthy Living,Wellness,Physical Therapy,,,,Interest > Healthy Living > Wellness > Physical Therapy,0.75,0.1,Yes,"804,468","280,146","1,318,244",
Interest,967,10362,Deodorant and Antiperspirant,"Highlights products for personal hygiene, focusing on odor and sweat control.",3,Style and Fashion,Personal Care,Deodorant and Antiperspirant,,,,Interest > Style and Fashion > Personal Care > Deodorant and Antiperspirant,0.75,0.1,Yes,"90,246","28,982","175,752",
Interest,968,820,Waste Management Industry,Readers who are interested in or associated with the Waste Management Industry.,3,Business and Finance,Industries,Waste Management Industry,,,,Interest > Business and Finance > Industries > Waste Management Industry,0.75,0.1,Yes,"1,911,286","239,029","1,407,592",
Interest,969,10429,Spas,"Explores wellness-focused travel experiences, highlighting spa resorts and relaxation destinations.",3,Travel,Travel Type,Spas,,,,Interest > Travel > Travel Type > Spas,0.75,0.1,Yes,"536,629","239,370","1,024,827",
Interest,970,963,Home Video and DVD,"Explores physical media formats, including DVDs and Blu-rays, and their role in home entertainment.",4,Technology and Computing,Consumer Electronics,Home Entertainment Systems,Home Video and DVD,,,Interest > Technology and Computing > Consumer Electronics > Home Entertainment Systems > Home Video and DVD,0.75,0.1,Yes,"744,417","350,426","2,191,109",
Interest,971,10207,Religious (Music and Audio),Audience for religious music and spiritually uplifting audio content.,3,Arts and Entertainment,Music and Audio,Religious,,,,Interest > Arts and Entertainment > Music and Audio > Religious,0.75,0.1,Yes,"1,455,438","784,212","4,371,503",
Interest,972,959,Computer Software and Applications,Covers programs and tools designed to improve productivity and creativity.,3,Technology and Computing,Computing,Computer Software and Applications,,,,Interest > Technology and Computing > Computing > Computer Software and Applications,0.75,0.1,Yes,"120,028,149","70,111,507","219,444,401",
Interest,973,972,Antivirus Software,Focuses on security solutions to protect computers from malware and viruses.,4,Technology and Computing,Computing,Computer Software and Applications,Antivirus Software,,,Interest > Technology and Computing > Computing > Computer Software and Applications > Antivirus Software,0.75,0.1,Yes,"267,391","37,379","153,938",
Interest,974,117,Martial Arts,"Covers martial arts disciplines, including techniques, competitions, and training practices.",2,Sports,Martial Arts,,,,,Interest > Sports > Martial Arts,0.75,0.1,Yes,"7,677,175","5,587,425","39,880,956",
Interest,975,117,Wrestling,"Covers professional and amateur wrestling, including techniques, events, and cultural significance.",2,Sports,Wrestling,,,,,Interest > Sports > Wrestling,0.75,0.1,Yes,"7,089,195","5,935,524","41,673,623",
Interest,976,117,Bowling,"Explores the sport of bowling, including techniques, equipment, and competitive leagues.",2,Sports,Bowling,,,,,Interest > Sports > Bowling,0.75,0.1,Yes,"237,937","188,129","1,144,210",
Interest,977,117,Darts,Readers interested in sports as it relates to Darts and College Baseball,2,Sports,Darts,,,,,Interest > Sports > Darts,0.75,0.1,Yes,"515,924","36,487","210,398",
Interest,978,117,Archery,"Focuses on the sport of archery, including equipment, techniques, and competitive events.",2,Sports,Archery,,,,,Interest > Sports > Archery,0.75,0.1,Yes,"431,905","213,181","1,303,751",
Interest,979,10307,Climbing,"Focuses on rock climbing, bouldering, and mountaineering, including equipment and safety tips.",3,Sports,Extreme Sports,Climbing,,,,Interest > Sports > Extreme Sports > Climbing,0.75,0.1,Yes,"524,283","242,039","1,451,785",
Interest,980,117,Hunting and Shooting,"Explores recreational and competitive hunting and shooting sports, including gear and safety.",2,Sports,Hunting and Shooting,,,,,Interest > Sports > Hunting and Shooting,0.75,0.1,Yes,"3,294,226","2,120,051","11,985,687",
Interest,981,10307,Skateboarding,"Covers skateboarding culture, tricks, and competitions.",3,Sports,Extreme Sports,Skateboarding,,,,Interest > Sports > Extreme Sports > Skateboarding,0.75,0.1,Yes,"85,665","52,563","320,222",
Interest,982,117,Track and Field,"Highlights athletic events like running, jumping, and throwing, including training and competition coverage.",2,Sports,Track and Field,,,,,Interest > Sports > Track and Field,0.75,0.1,Yes,"2,685,641","2,072,074","10,296,902",
Interest,983,117,Beach Volleyball,"Focuses on the sport, including international competitions, training techniques, and equipment.",2,Sports,Beach Volleyball,,,,,Interest > Sports > Beach Volleyball,0.75,0.1,Yes,"55,738","27,801","112,769",
Interest,984,117,Field Hockey,"Highlights the game, including international competitions, equipment, and techniques.",2,Sports,Field Hockey,,,,,Interest > Sports > Field Hockey,0.75,0.1,Yes,"22,865","12,969","61,714",
Interest,985,117,Rugby,"Highlights the sport, including international tournaments, rules, and team profiles.",2,Sports,Rugby,,,,,Interest > Sports > Rugby,0.75,0.1,Yes,"2,755,238","221,651","1,227,901",
Interest,986,117,Softball,"Explores the sport, including recreational and competitive leagues, equipment, and training techniques.",2,Sports,Softball,,,,,Interest > Sports > Softball,0.75,0.1,Yes,"387,277","344,585","2,179,672",
Interest,987,109,Games and Puzzles,Readers who are engaged or interested in games and puzzles as a hobby.,2,Hobbies and Interests,Games and Puzzles,,,,,Interest > Hobbies and Interests > Games and Puzzles,0.75,0.1,Yes,"169,350,320","56,814,003","226,870,267",
Interest,988,987,Card Games,Readers who are engaged or interested in games and puzzles as a hobby.,3,Hobbies and Interests,Games and Puzzles,Card Games,,,,Interest > Hobbies and Interests > Games and Puzzles > Card Games,0.75,0.1,Yes,"4,204,481","2,202,283","11,469,460",
Interest,989,117,Dance,"Highlights contemporary dance styles, performances, and choreography techniques.",2,Sports,Dance,,,,,Interest > Sports > Dance,0.75,0.1,Yes,"441,230","100,361","532,473",
Interest,990,961,Computer Monitor,"Covers computer monitors, including features, resolutions, and tips for selecting the best display for various uses.",3,Technology and Computing,Consumer Electronics,Computer Monitor,,,,Interest > Technology and Computing > Consumer Electronics > Computer Monitor,0.75,0.1,Yes,"3,515,547","1,274,042","3,943,193",
Interest,991,1519,Animated Movies,"Explores animated films across genres, focusing on storytelling, production, and audience appeal.",3,Arts and Entertainment,Movies,Cartoon and Animation,,,,Interest > Arts and Entertainment > Movies > Cartoon and Animation,0.75,0.1,Yes,"5,676,531","3,271,398","18,127,352",
Interest,992,10421,Drama,"Focuses on narratives driven by intense character development and emotional storytelling, including television series, films, and theatrical productions.",3,Arts and Entertainment,Television,Drama,,,,Interest > Arts and Entertainment > Television > Drama,0.75,0.1,Yes,"10,597,735","6,413,633","36,524,540",
Interest,993,10207,Inspirational/New Age Music,Content centered around uplifting and spiritual music themes.,3,Arts and Entertainment,Music and Audio,Inspirational/New Age Music,,,,Interest > Arts and Entertainment > Music and Audio > Inspirational/New Age Music,0.75,0.1,Yes,"106,227","20,676","140,551",
Interest,994,10207,World/International Music,Focuses on global music styles and international artists.,3,Arts and Entertainment,Music and Audio,World/International Music,,,,Interest > Arts and Entertainment > Music and Audio > World/International Music,0.75,0.1,Yes,"625,978","161,105","855,766",
Interest,995,10421,Animation and Anime,"Enthusiasts of animated content, including anime and family-friendly media.",3,Arts and Entertainment,Television,Animation and Anime,,,,Interest > Arts and Entertainment > Television > Animation and Anime,0.75,0.1,Yes,"9,847,263","4,338,626","22,513,835",
Interest,996,837,Business Loans,"Business finance, specifically covering Business Loans.",4,Business and Finance,Business,Business Banking and Finance,Business Loans,,,Interest > Business and Finance > Business > Business Banking and Finance > Business Loans,0.75,0.1,Yes,"631,229","190,286","1,033,261",
Interest,997,10134,American Cuisine,"Highlights traditional and modern dishes from the United States, including regional specialties and food culture.",3,Food and Drink,World Cuisines,American Cuisine,,,,Interest > Food and Drink > World Cuisines > American Cuisine,0.75,0.1,Yes,"561,578","324,275","2,001,193",
Interest,998,10134,Chinese Cuisine,"Focuses on Chinese culinary traditions, regional dishes, and cultural significance.",3,Food and Drink,World Cuisines,Chinese Cuisine,,,,Interest > Food and Drink > World Cuisines > Chinese Cuisine,0.75,0.1,Yes,"998,293","486,009","2,842,315",
Interest,999,10134,Japanese Cuisine,"Covers Japanese food culture, including sushi, ramen, and seasonal specialties.",3,Food and Drink,World Cuisines,Japanese Cuisine,,,,Interest > Food and Drink > World Cuisines > Japanese Cuisine,0.75,0.1,Yes,"1,151,173","382,644","2,248,518",
Interest,1000,10134,French Cuisine,"Explores French culinary arts, including classic dishes, techniques, and wine pairings.",3,Food and Drink,World Cuisines,French Cuisine,,,,Interest > Food and Drink > World Cuisines > French Cuisine,0.75,0.1,Yes,"2,359,682","416,317","2,319,162",
Interest,1001,10134,Italian Cuisine,"Highlights Italian dishes like pasta, pizza, and gelato, focusing on their preparation and cultural importance.",3,Food and Drink,World Cuisines,Italian Cuisine,,,,Interest > Food and Drink > World Cuisines > Italian Cuisine,0.75,0.1,Yes,"8,271,259","2,247,849","12,754,526",
Interest,1002,10445,Puzzle Video Games,Highlights games designed to challenge problem-solving and logical thinking skills.,3,Video Gaming,Video Game Genres,Puzzle Video Games,,,,Interest > Video Gaming > Video Game Genres > Puzzle Video Games,0.75,0.1,Yes,"2,478,336","762,675","2,878,236",
